"(5, 7, 0)","[4, -1.0]"
"(6, 5, 0)","[3, 0.0]"
"(6, 6, 0)","[4, 0.0]"
"(7, 6, 0)","[5, 0.0]"
"(5, 0, 0)","[5, -1.0]"
"(9, 6, 0)","[7, 0.0]"
"(10, 6, 0)","[8, 0.0]"
"(10, 5, 0)","[7, 0.0]"
"(11, 6, 0)","[9, 0.0]"
"(12, 6, 0)","[10, 0.0]"
"(12, 7, 0)","[11, -1.0]"
"(7, 7, 0)","[6, -1.0]"
"(10, 7, 0)","[9, 0.0]"
"(9, 7, 0)","[8, 0.0]"
"(9, 5, 0)","[6, 0.0]"
"(8, 4, 0)","[4, 0.0]"
"(9, 4, 0)","[5, 0.0]"
"(9, 3, 0)","[6, 0.0]"
"(8, 3, 0)","[5, 0.0]"
"(6, 7, 0)","[5, -1.0]"
"(2, 1, 0)","[5, 0.0]"
"(0, 3, 0)","[5, -1.0]"
"(4, 1, 0)","[3, 0.0]"
"(3, 7, 0)","[4, 0.0]"
"(3, 9, 0)","[6, 0.0]"
"(6, 9, 0)","[7, 0.0]"
"(6, 10, 0)","[8, 0.0]"
"(7, 10, 0)","[9, 0.0]"
"(8, 10, 0)","[10, 0.0]"
"(7, 11, 0)","[10, 0.0]"
"(7, 12, 0)","[11, 0.0]"
"(6, 12, 0)","[10, 0.0]"
"(8, 11, 0)","[11, 0.0]"
"(8, 12, 0)","[12, 0.0]"
"(9, 10, 0)","[11, 0.0]"
"(8, 9, 0)","[9, 0.0]"
"(8, 8, 0)","[8, 0.0]"
"(2, 7, 0)","[5, -1.0]"
"(10, 4, 0)","[6, 0.0]"
"(10, 8, 0)","[10, 0.0]"
"(9, 8, 0)","[9, 0.0]"
"(9, 9, 0)","[10, 0.0]"
"(10, 9, 0)","[11, 0.0]"
"(10, 10, 0)","[12, 0.0]"
"(11, 10, 0)","[13, 0.0]"
"(12, 10, 0)","[14, 0.0]"
"(12, 9, 0)","[13, 0.0]"
"(13, 9, 0)","[14, 0.0]"
"(12, 8, 0)","[12, 0.0]"
"(0, 2, 0)","[6, -1.0]"
"(2, 0, 0)","[6, -1.0]"
"(1, 0, 0)","[7, -1.0]"
"(10, 3, 0)","[7, 0.0]"
"(11, 3, 0)","[8, 0.0]"
"(12, 3, 0)","[9, 0.0]"
"(12, 4, 0)","[8, 0.0]"
"(11, 4, 0)","[7, 0.0]"
"(11, 5, 0)","[8, 0.0]"
"(13, 3, 0)","[10, 0.0]"
"(13, 4, 0)","[9, 0.0]"
"(13, 5, 0)","[10, 0.0]"
"(13, 6, 0)","[11, 0.0]"
"(12, 5, 0)","[9, 0.0]"
"(14, 6, 0)","[12, -1.0]"
"(4, 0, 0)","[4, -1.0]"
"(9, 12, 0)","[13, 0.0]"
"(9, 11, 0)","[12, 0.0]"
"(11, 11, 0)","[14, 0.0]"
"(11, 12, 0)","[15, 0.0]"
"(11, 13, 0)","[16, 0.0]"
"(10, 13, 0)","[15, 0.0]"
"(10, 12, 0)","[14, 0.0]"
"(9, 13, 0)","[14, 0.0]"
"(12, 12, 0)","[16, 0.0]"
"(13, 12, 0)","[17, 0.0]"
"(12, 13, 0)","[19, 0.0]"
"(12, 14, 0)","[18, 0.0]"
"(12, 15, 0)","[21, 0.0]"
"(13, 15, 0)","[22, -1.0]"
"(10, 2, 0)","[8, 0.0]"
"(11, 2, 0)","[9, 0.0]"
"(11, 1, 0)","[10, 0.0]"
"(12, 1, 0)","[11, 0.0]"
"(10, 1, 0)","[9, 0.0]"
"(10, 0, 0)","[10, -1.0]"
"(3, 10, 0)","[7, 0.0]"
"(3, 11, 0)","[8, 0.0]"
"(2, 11, 0)","[9, 0.0]"
"(2, 10, 0)","[8, 0.0]"
"(4, 11, 0)","[7, 0.0]"
"(5, 11, 0)","[8, 0.0]"
"(6, 11, 0)","[9, 0.0]"
"(7, 9, 0)","[8, 0.0]"
"(7, 8, 0)","[7, 0.0]"
"(2, 8, 0)","[6, 0.0]"
"(10, 11, 0)","[13, 0.0]"
"(11, 7, 0)","[10, 0.0]"
"(14, 5, 0)","[11, 0.0]"
"(11, 8, 0)","[11, 0.0]"
"(11, 9, 0)","[12, 0.0]"
"(7, 1, 0)","[6, -1.0]"
"(9, 2, 0)","[7, 0.0]"
"(8, 2, 0)","[6, 0.0]"
"(0, 6, 0)","[6, -1.0]"
"(6, 8, 0)","[6, 0.0]"
"(10, 14, 0)","[16, 0.0]"
"(11, 14, 0)","[17, 0.0]"
"(11, 15, 0)","[18, 0.0]"
"(12, 11, 0)","[15, 0.0]"
"(13, 11, 0)","[16, 0.0]"
"(14, 11, 0)","[17, -1.0]"
"(9, 1, 0)","[8, 0.0]"
"(13, 13, 0)","[20, 0.0]"
"(13, 10, 0)","[15, 0.0]"
"(9, 14, 0)","[15, 0.0]"
"(9, 15, 0)","[16, -1.0]"
"(2, 9, 0)","[7, 0.0]"
"(3, 12, 0)","[9, 0.0]"
"(3, 13, 0)","[10, 0.0]"
"(4, 13, 0)","[9, 0.0]"
"(4, 14, 0)","[12, 0.0]"
"(3, 14, 0)","[11, 0.0]"
"(2, 14, 0)","[12, 0.0]"
"(1, 14, 0)","[13, 0.0]"
"(1, 13, 0)","[12, 0.0]"
"(1, 12, 0)","[11, 0.0]"
"(2, 12, 0)","[10, 0.0]"
"(2, 13, 0)","[11, 0.0]"
"(1, 11, 0)","[10, 0.0]"
"(4, 12, 0)","[8, 0.0]"
"(1, 9, 0)","[8, 0.0]"
"(1, 10, 0)","[9, 0.0]"
"(0, 10, 0)","[10, -1.0]"
"(10, 15, 0)","[19, 0.0]"
"(10, 16, 0)","[20, 0.0]"
"(11, 16, 0)","[21, 0.0]"
"(12, 16, 0)","[22, 0.0]"
"(13, 14, 0)","[21, 0.0]"
"(1, 8, 0)","[7, 0.0]"
"(0, 9, 0)","[9, -1.0]"
"(13, 7, 0)","[12, -1.0]"
"(13, 2, 0)","[11, 0.0]"
"(14, 3, 0)","[11, -1.0]"
"(12, 17, 0)","[23, 0.0]"
"(14, 12, 0)","[18, -1.0]"
"(2, 15, 0)","[13, -1.0]"
"(14, 9, 0)","[15, -1.0]"
"(0, 14, 0)","[14, -1.0]"
"(5, 12, 0)","[9, 0.0]"
"(0, 13, 0)","[13, -1.0]"
"(12, 2, 0)","[10, 0.0]"
"(13, 1, 0)","[12, 0.0]"
"(9, 0, 0)","[9, -1.0]"
"(3, 15, 0)","[12, -1.0]"
"(0, 8, 0)","[8, -1.0]"
"(14, 4, 0)","[12, 0.0]"
"(15, 5, 0)","[12, 0.0]"
"(16, 5, 0)","[13, 0.0]"
"(15, 4, 0)","[13, 0.0]"
"(15, 6, 0)","[13, 0.0]"
"(16, 6, 0)","[16, 0.0]"
"(0, 12, 0)","[12, -1.0]"
"(14, 10, 0)","[18, -1.0]"
"(8, 13, 0)","[13, 0.0]"
"(8, 14, 0)","[14, 0.0]"
"(13, 8, 0)","[13, 0.0]"
"(14, 8, 0)","[14, -1.0]"
"(7, 13, 0)","[12, 0.0]"
"(6, 13, 0)","[11, 0.0]"
"(8, 15, 0)","[15, -1.0]"
"(8, 1, 0)","[7, 0.0]"
"(7, 14, 0)","[13, 0.0]"
"(6, 14, 0)","[12, 0.0]"
"(6, 15, 0)","[13, -1.0]"
"(12, 0, 0)","[12, -1.0]"
"(5, 13, 0)","[10, 0.0]"
"(1, 15, 0)","[14, -1.0]"
"(4, 15, 0)","[13, -1.0]"
"(17, 5, 0)","[14, 0.0]"
"(18, 5, 0)","[17, 0.0]"
"(16, 4, 0)","[14, 0.0]"
"(17, 4, 0)","[15, 0.0]"
"(18, 4, 0)","[18, 0.0]"
"(19, 4, 0)","[21, 0.0]"
"(18, 3, 0)","[17, 0.0]"
"(19, 3, 0)","[20, 0.0]"
"(20, 3, 0)","[21, 0.0]"
"(21, 3, 0)","[22, 0.0]"
"(22, 3, 0)","[23, 0.0]"
"(21, 2, 0)","[23, 0.0]"
"(22, 2, 0)","[24, 0.0]"
"(21, 1, 0)","[24, 0.0]"
"(22, 4, 0)","[24, 0.0]"
"(21, 4, 0)","[23, 0.0]"
"(20, 4, 0)","[22, 0.0]"
"(20, 5, 0)","[23, 0.0]"
"(19, 5, 0)","[22, 0.0]"
"(19, 6, 0)","[21, 0.0]"
"(20, 6, 0)","[22, 0.0]"
"(19, 7, 0)","[22, -1.0]"
"(22, 1, 0)","[25, 0.0]"
"(23, 2, 0)","[29, -1.0]"
"(23, 4, 0)","[27, 0.0]"
"(24, 4, 0)","[32, 0.0]"
"(24, 3, 0)","[33, 0.0]"
"(24, 2, 0)","[34, 0.0]"
"(24, 1, 0)","[35, 0.0]"
"(24, 0, 0)","[36, -1.0]"
"(14, 1, 0)","[13, -1.0]"
"(8, 0, 0)","[8, -1.0]"
"(14, 2, 0)","[12, -1.0]"
"(18, 6, 0)","[20, 0.0]"
"(17, 6, 0)","[17, 0.0]"
"(16, 3, 0)","[15, 0.0]"
"(16, 2, 0)","[20, 0.0]"
"(15, 2, 0)","[15, 0.0]"
"(15, 1, 0)","[16, 0.0]"
"(16, 1, 0)","[21, 0.0]"
"(15, 0, 0)","[19, -1.0]"
"(5, 14, 0)","[11, 0.0]"
"(11, 17, 0)","[22, 0.0]"
"(11, 18, 0)","[23, 0.0]"
"(12, 18, 0)","[24, 0.0]"
"(12, 19, 0)","[25, 0.0]"
"(13, 18, 0)","[25, 0.0]"
"(13, 17, 0)","[24, 0.0]"
"(14, 18, 0)","[26, 0.0]"
"(15, 18, 0)","[27, 0.0]"
"(15, 17, 0)","[28, 0.0]"
"(16, 17, 0)","[31, 0.0]"
"(16, 18, 0)","[32, 0.0]"
"(17, 18, 0)","[33, 0.0]"
"(18, 18, 0)","[34, 0.0]"
"(19, 18, 0)","[35, 0.0]"
"(20, 18, 0)","[38, 0.0]"
"(20, 17, 0)","[39, 0.0]"
"(20, 16, 0)","[42, 0.0]"
"(20, 15, 0)","[43, -1.0]"
"(11, 0, 0)","[11, -1.0]"
"(20, 7, 0)","[23, -1.0]"
"(7, 15, 0)","[14, -1.0]"
"(9, 16, 0)","[21, 0.0]"
"(8, 16, 0)","[22, 0.0]"
"(7, 16, 0)","[23, 0.0]"
"(19, 17, 0)","[38, 0.0]"
"(18, 17, 0)","[33, -1.0]"
"(14, 13, 0)","[21, -1.0]"
"(17, 7, 0)","[22, -1.0]"
"(0, 11, 0)","[11, -1.0]"
"(21, 0, 0)","[29, -1.0]"
"(18, 7, 0)","[21, -1.0]"
"(14, 14, 0)","[22, -1.0]"
"(22, 0, 0)","[26, -1.0]"
"(5, 15, 0)","[12, -1.0]"
"(13, 19, 0)","[26, 0.0]"
"(13, 20, 0)","[27, 0.0]"
"(14, 20, 0)","[28, 0.0]"
"(12, 20, 0)","[26, 0.0]"
"(14, 19, 0)","[29, 0.0]"
"(11, 19, 0)","[24, 0.0]"
"(10, 19, 0)","[23, 0.0]"
"(10, 18, 0)","[22, 0.0]"
"(9, 19, 0)","[24, 0.0]"
"(9, 18, 0)","[23, 0.0]"
"(10, 17, 0)","[21, 0.0]"
"(9, 17, 0)","[22, 0.0]"
"(8, 19, 0)","[25, 0.0]"
"(7, 19, 0)","[26, -1.0]"
"(21, 18, 0)","[41, 0.0]"
"(21, 19, 0)","[42, 0.0]"
"(20, 19, 0)","[39, 0.0]"
"(22, 18, 0)","[42, 0.0]"
"(22, 19, 0)","[43, 0.0]"
"(23, 19, 0)","[44, 0.0]"
"(23, 20, 0)","[43, 0.0]"
"(23, 21, 0)","[44, 0.0]"
"(22, 21, 0)","[43, 0.0]"
"(22, 22, 0)","[44, 0.0]"
"(21, 22, 0)","[43, 0.0]"
"(20, 22, 0)","[42, 0.0]"
"(20, 21, 0)","[41, 0.0]"
"(21, 21, 0)","[42, 0.0]"
"(23, 22, 0)","[45, 0.0]"
"(22, 23, 0)","[45, -1.0]"
"(12, 21, 0)","[29, 0.0]"
"(20, 2, 0)","[22, 0.0]"
"(19, 2, 0)","[21, 0.0]"
"(23, 3, 0)","[28, -1.0]"
"(8, 17, 0)","[23, 0.0]"
"(8, 18, 0)","[24, 0.0]"
"(7, 18, 0)","[25, 0.0]"
"(7, 17, 0)","[24, 0.0]"
"(6, 16, 0)","[24, 0.0]"
"(6, 17, 0)","[25, 0.0]"
"(5, 17, 0)","[30, 0.0]"
"(5, 18, 0)","[29, 0.0]"
"(6, 18, 0)","[26, 0.0]"
"(6, 19, 0)","[31, 0.0]"
"(11, 20, 0)","[25, 0.0]"
"(11, 21, 0)","[26, 0.0]"
"(11, 22, 0)","[27, 0.0]"
"(12, 22, 0)","[28, 0.0]"
"(13, 22, 0)","[31, 0.0]"
"(13, 21, 0)","[32, 0.0]"
"(10, 20, 0)","[24, 0.0]"
"(9, 20, 0)","[25, 0.0]"
"(13, 16, 0)","[23, 0.0]"
"(19, 21, 0)","[36, 0.0]"
"(24, 21, 0)","[45, 0.0]"
"(25, 21, 0)","[46, 0.0]"
"(25, 22, 0)","[47, 0.0]"
"(24, 20, 0)","[46, 0.0]"
"(24, 22, 0)","[48, 0.0]"
"(24, 23, 0)","[51, -1.0]"
"(14, 17, 0)","[25, 0.0]"
"(14, 16, 0)","[24, 0.0]"
"(14, 15, 0)","[25, -1.0]"
"(15, 16, 0)","[27, 0.0]"
"(16, 16, 0)","[28, 0.0]"
"(17, 16, 0)","[33, 0.0]"
"(16, 7, 0)","[17, -1.0]"
"(14, 21, 0)","[31, 0.0]"
"(15, 20, 0)","[29, 0.0]"
"(15, 19, 0)","[28, 0.0]"
"(15, 21, 0)","[32, 0.0]"
"(15, 22, 0)","[33, 0.0]"
"(16, 22, 0)","[32, 0.0]"
"(17, 22, 0)","[35, 0.0]"
"(17, 23, 0)","[36, -1.0]"
"(18, 22, 0)","[36, 0.0]"
"(20, 1, 0)","[23, 0.0]"
"(17, 3, 0)","[16, 0.0]"
"(15, 3, 0)","[14, 0.0]"
"(25, 20, 0)","[49, 0.0]"
"(26, 20, 0)","[52, 0.0]"
"(26, 19, 0)","[51, 0.0]"
"(25, 19, 0)","[46, 0.0]"
"(24, 19, 0)","[45, 0.0]"
"(23, 18, 0)","[43, 0.0]"
"(24, 18, 0)","[46, 0.0]"
"(24, 17, 0)","[49, 0.0]"
"(24, 16, 0)","[46, 0.0]"
"(25, 17, 0)","[48, 0.0]"
"(25, 16, 0)","[49, 0.0]"
"(25, 15, 0)","[48, -1.0]"
"(19, 20, 0)","[35, 0.0]"
"(18, 20, 0)","[34, 0.0]"
"(18, 21, 0)","[35, -1.0]"
"(17, 17, 0)","[32, 0.0]"
"(10, 21, 0)","[27, 0.0]"
"(11, 23, 0)","[30, 0.0]"
"(12, 23, 0)","[31, -1.0]"
"(16, 15, 0)","[29, -1.0]"
"(20, 0, 0)","[24, -1.0]"
"(16, 0, 0)","[22, -1.0]"
"(9, 21, 0)","[28, 0.0]"
"(9, 22, 0)","[31, 0.0]"
"(10, 22, 0)","[30, 0.0]"
"(10, 23, 0)","[31, 0.0]"
"(10, 24, 0)","[32, 0.0]"
"(20, 23, 0)","[43, 0.0]"
"(20, 24, 0)","[44, 0.0]"
"(21, 24, 0)","[47, 0.0]"
"(22, 24, 0)","[50, 0.0]"
"(21, 25, 0)","[50, 0.0]"
"(22, 25, 0)","[51, 0.0]"
"(23, 25, 0)","[52, 0.0]"
"(23, 24, 0)","[51, 0.0]"
"(23, 26, 0)","[53, 0.0]"
"(24, 26, 0)","[54, 0.0]"
"(24, 27, 0)","[53, 0.0]"
"(24, 28, 0)","[56, 0.0]"
"(24, 29, 0)","[61, 0.0]"
"(25, 29, 0)","[62, 0.0]"
"(24, 30, 0)","[60, 0.0]"
"(25, 30, 0)","[61, 0.0]"
"(23, 30, 0)","[59, 0.0]"
"(22, 30, 0)","[54, 0.0]"
"(22, 31, 0)","[55, -1.0]"
"(21, 5, 0)","[24, 0.0]"
"(21, 6, 0)","[23, 0.0]"
"(18, 19, 0)","[33, 0.0]"
"(8, 20, 0)","[26, 0.0]"
"(8, 21, 0)","[31, 0.0]"
"(5, 19, 0)","[32, 0.0]"
"(5, 20, 0)","[33, 0.0]"
"(6, 20, 0)","[32, 0.0]"
"(17, 2, 0)","[17, 0.0]"
"(23, 1, 0)","[28, -1.0]"
"(19, 22, 0)","[41, 0.0]"
"(19, 23, 0)","[42, 0.0]"
"(18, 23, 0)","[39, -1.0]"
"(7, 21, 0)","[32, 0.0]"
"(6, 21, 0)","[33, 0.0]"
"(5, 21, 0)","[34, 0.0]"
"(7, 20, 0)","[29, -1.0]"
"(14, 22, 0)","[32, 0.0]"
"(14, 23, 0)","[33, -1.0]"
"(21, 20, 0)","[41, 0.0]"
"(22, 20, 0)","[42, 0.0]"
"(22, 17, 0)","[43, 0.0]"
"(21, 17, 0)","[42, 0.0]"
"(22, 16, 0)","[44, 0.0]"
"(23, 17, 0)","[44, 0.0]"
"(23, 16, 0)","[45, 0.0]"
"(21, 16, 0)","[43, 0.0]"
"(21, 15, 0)","[44, -1.0]"
"(23, 23, 0)","[46, -1.0]"
"(4, 18, 0)","[30, 0.0]"
"(3, 18, 0)","[31, 0.0]"
"(2, 18, 0)","[32, 0.0]"
"(1, 18, 0)","[33, 0.0]"
"(1, 19, 0)","[36, 0.0]"
"(0, 19, 0)","[37, -1.0]"
"(11, 24, 0)","[31, 0.0]"
"(12, 24, 0)","[32, 0.0]"
"(12, 25, 0)","[33, 0.0]"
"(11, 25, 0)","[32, 0.0]"
"(10, 25, 0)","[33, 0.0]"
"(9, 25, 0)","[34, 0.0]"
"(10, 26, 0)","[34, 0.0]"
"(11, 26, 0)","[33, 0.0]"
"(12, 26, 0)","[34, 0.0]"
"(9, 26, 0)","[35, 0.0]"
"(9, 27, 0)","[40, 0.0]"
"(8, 27, 0)","[37, 0.0]"
"(9, 24, 0)","[33, 0.0]"
"(8, 25, 0)","[35, 0.0]"
"(8, 26, 0)","[36, 0.0]"
"(7, 26, 0)","[39, 0.0]"
"(9, 28, 0)","[41, 0.0]"
"(9, 29, 0)","[42, 0.0]"
"(9, 30, 0)","[43, 0.0]"
"(10, 29, 0)","[41, 0.0]"
"(11, 29, 0)","[42, 0.0]"
"(11, 30, 0)","[43, 0.0]"
"(12, 30, 0)","[44, 0.0]"
"(13, 30, 0)","[45, 0.0]"
"(13, 29, 0)","[44, 0.0]"
"(12, 29, 0)","[43, 0.0]"
"(12, 31, 0)","[45, -1.0]"
"(18, 16, 0)","[34, -1.0]"
"(18, 2, 0)","[18, 0.0]"
"(19, 1, 0)","[22, 0.0]"
"(16, 19, 0)","[29, 0.0]"
"(15, 15, 0)","[32, -1.0]"
"(21, 23, 0)","[44, 0.0]"
"(21, 30, 0)","[53, 0.0]"
"(21, 29, 0)","[52, 0.0]"
"(20, 29, 0)","[53, 0.0]"
"(20, 30, 0)","[54, 0.0]"
"(19, 30, 0)","[55, 0.0]"
"(18, 30, 0)","[54, 0.0]"
"(18, 29, 0)","[53, 0.0]"
"(19, 29, 0)","[54, 0.0]"
"(20, 28, 0)","[52, 0.0]"
"(19, 28, 0)","[53, 0.0]"
"(18, 28, 0)","[54, 0.0]"
"(18, 27, 0)","[53, 0.0]"
"(18, 26, 0)","[52, 0.0]"
"(18, 25, 0)","[47, 0.0]"
"(17, 25, 0)","[52, 0.0]"
"(19, 25, 0)","[44, 0.0]"
"(19, 24, 0)","[43, 0.0]"
"(18, 24, 0)","[44, 0.0]"
"(20, 20, 0)","[38, 0.0]"
"(19, 19, 0)","[36, 0.0]"
"(17, 20, 0)","[31, 0.0]"
"(17, 19, 0)","[32, 0.0]"
"(16, 20, 0)","[30, 0.0]"
"(16, 21, 0)","[31, 0.0]"
"(22, 26, 0)","[52, 0.0]"
"(27, 20, 0)","[53, 0.0]"
"(27, 19, 0)","[52, 0.0]"
"(27, 21, 0)","[52, 0.0]"
"(28, 21, 0)","[55, 0.0]"
"(28, 22, 0)","[54, 0.0]"
"(29, 22, 0)","[57, -1.0]"
"(22, 5, 0)","[25, 0.0]"
"(22, 6, 0)","[24, 0.0]"
"(21, 7, 0)","[26, -1.0]"
"(4, 17, 0)","[31, 0.0]"
"(5, 16, 0)","[29, 0.0]"
"(9, 23, 0)","[32, -1.0]"
"(17, 21, 0)","[34, 0.0]"
"(26, 17, 0)","[51, 0.0]"
"(26, 18, 0)","[50, 0.0]"
"(27, 18, 0)","[51, 0.0]"
"(25, 18, 0)","[47, 0.0]"
"(26, 21, 0)","[51, 0.0]"
"(26, 22, 0)","[52, 0.0]"
"(27, 22, 0)","[53, 0.0]"
"(27, 23, 0)","[54, -1.0]"
"(23, 15, 0)","[48, -1.0]"
"(8, 22, 0)","[32, 0.0]"
"(7, 22, 0)","[33, 0.0]"
"(7, 23, 0)","[34, -1.0]"
"(22, 7, 0)","[27, -1.0]"
"(22, 27, 0)","[51, 0.0]"
"(23, 27, 0)","[52, 0.0]"
"(23, 28, 0)","[53, 0.0]"
"(23, 29, 0)","[58, 0.0]"
"(25, 28, 0)","[57, 0.0]"
"(26, 28, 0)","[58, 0.0]"
"(27, 28, 0)","[61, 0.0]"
"(27, 29, 0)","[62, 0.0]"
"(26, 29, 0)","[59, 0.0]"
"(25, 31, 0)","[62, -1.0]"
"(22, 15, 0)","[45, -1.0]"
"(28, 19, 0)","[53, 0.0]"
"(19, 16, 0)","[41, 0.0]"
"(23, 5, 0)","[26, 0.0]"
"(24, 5, 0)","[31, 0.0]"
"(25, 5, 0)","[32, 0.0]"
"(26, 5, 0)","[33, 0.0]"
"(27, 5, 0)","[36, 0.0]"
"(27, 4, 0)","[35, 0.0]"
"(27, 3, 0)","[38, 0.0]"
"(28, 3, 0)","[41, 0.0]"
"(28, 2, 0)","[42, 0.0]"
"(29, 2, 0)","[43, -1.0]"
"(28, 20, 0)","[54, 0.0]"
"(29, 20, 0)","[57, -1.0]"
"(21, 28, 0)","[51, 0.0]"
"(19, 27, 0)","[48, 0.0]"
"(20, 27, 0)","[49, 0.0]"
"(20, 31, 0)","[55, -1.0]"
"(10, 27, 0)","[37, 0.0]"
"(11, 27, 0)","[36, 0.0]"
"(11, 28, 0)","[39, 0.0]"
"(12, 28, 0)","[42, 0.0]"
"(10, 30, 0)","[42, 0.0]"
"(10, 31, 0)","[45, -1.0]"
"(27, 17, 0)","[52, 0.0]"
"(27, 16, 0)","[51, 0.0]"
"(28, 16, 0)","[52, 0.0]"
"(29, 16, 0)","[53, -1.0]"
"(18, 1, 0)","[21, 0.0]"
"(19, 0, 0)","[25, -1.0]"
"(18, 0, 0)","[24, -1.0]"
"(14, 29, 0)","[45, 0.0]"
"(15, 29, 0)","[50, 0.0]"
"(15, 30, 0)","[49, 0.0]"
"(16, 30, 0)","[52, 0.0]"
"(17, 30, 0)","[53, 0.0]"
"(16, 29, 0)","[51, 0.0]"
"(17, 29, 0)","[52, 0.0]"
"(17, 28, 0)","[55, 0.0]"
"(16, 28, 0)","[52, 0.0]"
"(16, 27, 0)","[53, 0.0]"
"(15, 31, 0)","[52, -1.0]"
"(24, 15, 0)","[49, -1.0]"
"(15, 23, 0)","[34, -1.0]"
"(8, 24, 0)","[34, 0.0]"
"(7, 25, 0)","[38, 0.0]"
"(7, 27, 0)","[42, 0.0]"
"(7, 28, 0)","[43, 0.0]"
"(6, 28, 0)","[42, 0.0]"
"(6, 27, 0)","[41, 0.0]"
"(6, 26, 0)","[40, 0.0]"
"(6, 29, 0)","[43, 0.0]"
"(6, 30, 0)","[46, 0.0]"
"(7, 30, 0)","[45, 0.0]"
"(7, 29, 0)","[44, 0.0]"
"(5, 29, 0)","[44, 0.0]"
"(5, 28, 0)","[43, 0.0]"
"(4, 28, 0)","[44, 0.0]"
"(4, 29, 0)","[51, 0.0]"
"(4, 30, 0)","[50, 0.0]"
"(4, 31, 0)","[51, -1.0]"
"(24, 25, 0)","[53, 0.0]"
"(25, 26, 0)","[55, 0.0]"
"(25, 27, 0)","[54, 0.0]"
"(26, 26, 0)","[56, 0.0]"
"(27, 26, 0)","[57, 0.0]"
"(28, 26, 0)","[58, 0.0]"
"(29, 26, 0)","[61, -1.0]"
"(5, 27, 0)","[42, 0.0]"
"(6, 25, 0)","[41, 0.0]"
"(6, 24, 0)","[42, 0.0]"
"(5, 26, 0)","[41, 0.0]"
"(5, 30, 0)","[49, 0.0]"
"(8, 29, 0)","[43, 0.0]"
"(8, 30, 0)","[44, 0.0]"
"(8, 28, 0)","[42, 0.0]"
"(12, 27, 0)","[37, 0.0]"
"(10, 28, 0)","[40, 0.0]"
"(7, 31, 0)","[46, -1.0]"
"(29, 21, 0)","[56, -1.0]"
"(4, 27, 0)","[43, 0.0]"
"(4, 26, 0)","[42, 0.0]"
"(3, 26, 0)","[45, 0.0]"
"(2, 26, 0)","[46, 0.0]"
"(2, 25, 0)","[45, 0.0]"
"(1, 25, 0)","[48, 0.0]"
"(3, 25, 0)","[44, 0.0]"
"(1, 26, 0)","[49, 0.0]"
"(1, 24, 0)","[49, 0.0]"
"(2, 24, 0)","[44, 0.0]"
"(2, 23, 0)","[39, -1.0]"
"(9, 31, 0)","[44, -1.0]"
"(4, 20, 0)","[32, 0.0]"
"(4, 21, 0)","[35, 0.0]"
"(4, 22, 0)","[36, 0.0]"
"(3, 22, 0)","[37, 0.0]"
"(2, 22, 0)","[38, 0.0]"
"(1, 22, 0)","[37, 0.0]"
"(1, 21, 0)","[36, 0.0]"
"(1, 20, 0)","[35, 0.0]"
"(3, 29, 0)","[52, 0.0]"
"(2, 29, 0)","[51, 0.0]"
"(1, 29, 0)","[52, 0.0]"
